run_id,k_S,k_D,k_err,lambda_Td,final_S_hat,final_D_hat,final_option_space,final_action,final_K_constraint,final_B_capacity,final_Lambda_coupling,final_T_time,convergence_status,volume_ratio,final_alignment_score
f0be9350-3377-44c4-b4b1-4cb57cc24237,0.15,0.1,0.1,0.05,0.3756761050305626,0.20662118940273455,0.5,0.5,0.6000000000000001,0.5445,0.44999999999999996,0.9999999999999999,converging,0.0,0.01935619398327399
aa00e2ad-3c9e-48e0-bf79-52b252726527,0.15,0.15,0.01,0.001,0.6589713778268799,0.1783153930916808,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.023984427565105923
15e0402b-7bc0-495a-9b06-b327786d1fd5,0.15,0.15,0.01,0.025500000000000002,0.47259827590702036,0.1384602521561955,0.54,0.7,0.56,0.5450999999999999,0.44999999999999996,0.9999999999999999,converging,0.0,0.022859583218749497
2cd2ef5b-7d20-432d-9416-dcdc08772a93,0.15,0.15,0.01,0.05,0.5222551945256808,0.13783008895639406,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.023778429117919716
98c8e07e-6faa-4201-a484-d651dc448385,0.15,0.15,0.05500000000000001,0.001,0.6478288875424832,0.16818146213246202,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.024248549061945377
4debc780-c005-4971-bd21-59cb8b412912,0.15,0.15,0.05500000000000001,0.025500000000000002,0.43481685321700625,0.12215903921263295,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.025649282383084233
6a0a9390-c774-4f82-a7db-685ddad54f9c,0.15,0.15,0.05500000000000001,0.05,0.539657258034103,0.16638336571721393,0.54,0.7,0.56,0.5450999999999999,0.44999999999999996,0.9999999999999999,converging,0.0,0.021919034873674765
dfbd4842-f93f-4639-b403-a9765b16ba89,0.15,0.15,0.1,0.001,0.5934757859139176,0.15048685289828972,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.024697675705119108
bd2571f1-5592-4c22-b60f-296a73ae4b04,0.15,0.15,0.1,0.025500000000000002,0.41032749857401785,0.15789093370048088,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.024083508330840737
24ea26d3-e5f9-4450-9a6e-b4caf28e6dac,0.15,0.15,0.1,0.05,0.4278699340816924,0.14879454241104217,0.5800000000000001,0.7,0.52,0.5465000000000001,0.44999999999999996,0.9999999999999999,converging,0.0,0.0244969109579145
